Review Name,Review Text,Review Time,Rating
TV,Nv nhiệt tình,5 năm trước,5 sao
Tronghien Trân,Công ty công nghệ fpt,6 năm trước,3 sao
canh nguyen,tốt,một năm trước,5 sao
doan tan,tốt,7 năm trước,5 sao
Lê Nguyễn Nghĩa,Rất tốt!,7 năm trước,5 sao
Gogo far away,Ổn,7 năm trước,4 sao
quoc nguyen,Tốt,5 năm trước,5 sao
Tùng Lê,Giống,7 năm trước,5 sao
Hiệp Đình,Tốt,5 năm trước,5 sao
Minh Vương Đỗ,Tốt,6 năm trước,5 sao
Mạnh Thái Nguyễn,"Dịch vụ tốt, chất lương đường truyền thì cần trải nghiệm riêng của mỗi người",một năm trước,4 sao
Như Võ,"Nhân viên thái độ với khách hàng, đóng tiền hằng tháng cho hết hợp đồng rồi kêu người xuống lấy thiết bị mà giờ gọi điện kêu đem lại trả.Gọi lên tổng đài mỗi người 1 ý không đồng nhất với nhau. Ép buộc khách hàng sử dụng dịch vụ trong khi người ta không có nhu cầu.",một năm trước,1 sao
Phudinh Tree,Nhân viên tư vấn bảo dưỡng không có thành ý chủ yếu muốn ép khách mua sản phẩm mới. Đem box mua 2018 đến kiểm tra thì bảo liệt nút nguồn ko sửa đc trong khi ko có tháo máy ra gì hết chỉ cắp nguồn vào rồi phán như đúng rồi... Sản phẩm thì hên xui may rủi mới dùng chưa đc 2 năm thì bị hư đem đến thì nói hết bảo hành và sp cũng không hỗ trợ sửa chữa. Hậu mãi chán.,4 năm trước,1 sao
Long Nguyễn,"Bãi gửi xe thoải mái,nhân viên tận tình ko có sự chờ đợi,cây gần ghế hơi có nhiều muỗi khi ngồi đợi nên ngồi cách ra.",5 năm trước,4 sao
Thảo Hoàng,Ok ạ,2 tháng trước,5 sao
Kenzy Nguyễn,"Chăm sóc và phục vụ khách hàng tận tình. Nhân viên giao tiếp tư vấn nhỏ nhẹ, thân thiện.",5 năm trước,4 sao
Quoc Dam Deo,"Nhân viên lịch sự chu đáo, dịch vụ thanh toán nhanh chóng",4 năm trước,4 sao
Đỗ Thị Thuỳ Dương,"Văn phòng nằm vị trí tiện lợi, nhân viên giao dịch vui vẻ, phục vụ tốt",7 năm trước,5 sao
Linh Khanh,"Ra cắt hợp đồng internet sau 6 năm sử dụng, nhân viên hỏi quá nhiều.",4 năm trước,1 sao
Tien Nguyen,"Ảnh sắc nét, chất lượng trên cả tuyệt vời",một năm trước,5 sao
Hoang Truong,Lắp đặt trong ngày. Nhanh nhiệt tình,một năm trước,5 sao
Thu Vo,"VP giao dịch sạch sẽ, thoáng, NV phục vụ nhiệt tình, hỗ trợ nhanh. Tốt",7 năm trước,5 sao
Trúc Anh Dương,"Tuyệt vời, sản phẩm dịch vụ tốt",một năm trước,5 sao
game online,Tôi đã mua đồ  o đó và rat tot,5 năm trước,5 sao
Hữu Siêng Lê,"Hỗ trợ nhanh,  nhân viên dễ thương,  nhiệt tình,  duyệt",7 năm trước,5 sao
son tran,Tuyệt vời,4 năm trước,5 sao
TriDang PhamNguyen,Nhân viên cẩu thả lắm,3 năm trước,3 sao
Khánh Ngọc Trần hà,minh da len song nhe,7 năm trước,5 sao
Tran Thanh Hai,Ân cần chu đáo,3 năm trước,4 sao
Ngô Hữu Nghĩa,Nhân viên fpt,7 năm trước,4 sao
Bình Công,nhân viên thân thiện,7 năm trước,4 sao
Ngọc Đồng Thị,K biết,3 năm trước,4 sao
Polina,"Internet tại nhà hoạt động kém, tốc độ Internet không ổn định, lấy tiền dịch vụ trước 7 tháng, lừa đảo",4 tháng trước,1 sao
Dung Cao,Ổn,5 năm trước,5 sao
Laingocheu@Gmail.com L,ĐẾN,6 năm trước,5 sao
FirePoAm,"Nhân viên rất thân thiện, hỗ trợ nhiệt tình khi mình cần đổi địa chỉ lắp đặt Internet. Trên môi lúc nào cũng nở nụ cười.",4 năm trước,5 sao
giaphuc pham,"Khi đăng ký thì dễ, khi ngừng sử dụng thì khó khăn, nhân viên làm khó khách hàng. Khách hàng muốn giảm gói cước thấp hơn thì dọa mạng sẽ yếu không sử dụng được, khi tôi nói cắt không sử dụng nữa thì bảo giảm gói cước xuống vẫn xài ok.",một năm trước,1 sao
Dung Bùi,"FPT 31 Lê Văn Quới khi mình có nhu cầu lắp đặt thì rất dễ, nhân viên vui vẻ nhiệt tình. Khi chất lượng mạng kém muốn ngừng sử dụng thì rất khó. Tốt nhất là đừng lắp mạng FPT.",một năm trước,1 sao
Trâm Bích,Dịch vụ tốt,một tháng trước,5 sao
tăng thuc,"Nhân Viên Vui Vẻ, Nhiệt Tình, Bãi Đổ Xe Rộng Rãi",3 năm trước,5 sao
Minh Quyền Nguyễn,"Nhân viên thân thiện, rất nhiệt tình. Hướng dẫn rất chu đáo, khuyến nghị người dùng lựa chọn sản phẩm rất phù hợp. Bảo vệ cũng rất thân thiện. Chỉ có khuyết điểm là cửa hàng nhỏ và có 2 nhân viên tư vấn, nên lúc cao điểm có thể chờ hơi lâu.",6 năm trước,4 sao
Thuong Dinh,"Ko giải quyết vấn đề cho khách hàng, nhân viên vô trách nhiệm",một năm trước,1 sao
Nguyen Chi,"Mạng của FPT chậm quá, gọi hỗ trợ thì câu thông báo đầu tiên là do cáp quang đứt ảnh hưởng đến tất cả các nhà cung cấp, sau đó tự cúp cuộc gọi luôn. Nhưng Internet do các nhà cung cấp khác thì vẫn bình thường. Nếu không cung cấp dịch vụ được thì phải bồi thường cho khách hàng. Dịch vụ FPT quá tệ và xem thường khách hàng.",4 năm trước,1 sao
Thảo Nguyễn Hoàng Minh,"Dịch vụ tốt, uy tín. Hỗ trợ nhanh, cần tư vấn liên hệ nhân viên được hỗ trợ 24/24 nhiệt tình. tks",2 năm trước,5 sao
Duy Nguyễn Khương,FPT thì auto 1*,2 tháng trước,1 sao
Ảnh Trần Ngọc,Nhân viên ở đây tiếp đón niềm nở. Trừ bảo vệ hơi lơ lơ khách,3 năm trước,5 sao
Mr. Tris,"Mạng quá chậm, yêu cầu giải quyết thì chẳng đâu vào đâu, chỉ được mỗi việc thu tiền đúng hạn thôi",3 năm trước,1 sao
Jookata,Khôn lỏi cố tình gây sự cố để khách hàng gọi vào tổng đài 1900 trừ 8k một phút,3 năm trước,1 sao
Quỳnh Như,"Tư vấn nhiệt tình, hỗ trợ nhanh. Rất hài lòng!",một năm trước,5 sao
Lê Linh,"tuyệt vời, shop rất tận tình hỗ trợ khách hàng",2 năm trước,5 sao
Tuyết Trinh Nguyễn,"Nhân viên tiếp đón lịch sự, giải quyết vấn đề nhanh",4 năm trước,5 sao
Phan Công Hiệp (Út Hiệp),Làm việc không chuyên nghiệp khách hàng rất khó chịu..,4 năm trước,2 sao
Đăng Đệ Phạm,"Nhân viên làm việc chậm, vui vẻ niềm nở",5 năm trước,4 sao
Thị Cẩm Nhung Trần,"Nhân viên tư vấn nhiệt tình,  dịch vụ FPT không ổn, ko thích",5 năm trước,3 sao
Thảo Nguyễn Hoàng Minh,"Hỗ trợ KH 24/24 nhiệt tình, chu đáo",2 năm trước,5 sao
Đam Mê & Khám Phá,"Thái độ nhân viên lịch sự, trân trọng khách hàng",4 năm trước,5 sao
Trần Quốc Dân,"Dịch vụ tốt, chăm sóc kh tốt",một năm trước,5 sao
Văn Tam Nguyễn,Nhân viên tiếp KH nhiệt tình .,2 năm trước,4 sao
Đoàn Hải,các cô quầy rất dễ thương vs nhiệt tình,5 năm trước,5 sao
Lê Văn Linh,"Địa chỉ đáng tin cậy cho người dùng internet,  truyền hình",7 năm trước,5 sao
Trung Huỳnh,Nhân viên thái độ rất tốt,4 năm trước,5 sao
Biện Trúc Phương,lừa đảo,một năm trước,1 sao
Tiên Lê,quá tệ,một năm trước,1 sao
Huyen Nguyen,Nhân viên làm việc cẩu thả,5 năm trước,1 sao
Ha Le,Phục vụ lịch sự. Nhanh chóng.,5 năm trước,5 sao
Trần Hỷ,"Phục vụ tận tình, lịch sự.",5 năm trước,4 sao
Áo mưa tiện lợi Mỹ Tiên,Hơi xa so với chỗ mi h2,5 năm trước,5 sao
Cậu út,Có cô bé dễ thương,5 năm trước,5 sao
sangtrong307@gmail.com nguyen,Nộp tiền cước phí thông tin,5 năm trước,4 sao
Hong Quang Nguyen,Phục vụ tạm ổn,5 năm trước,5 sao
phùng chí can,Điểm giao dịch FPT telecom,7 năm trước,5 sao
Huynhdao Le,FPT đây rồi :),7 năm trước,5 sao
TXT TV,⭐⭐⭐⭐,3 năm trước,4 sao
Thắng Nguyễn,Đẹp,4 năm trước,5 sao
Thiện Tâm Chất,Hô,6 năm trước,5 sao
Quỳnh Đan,Đ,3 năm trước,4 sao
Minh Lý,"Dịch vụ tuyệt vời, nhân viên thân thiện và hữu ích! Tôi thường xuyên đến đây để được tư vấn dịch vụ mới",4 năm trước,5 sao
Khoa Trọng,Nơi làm việc của tôi ^^,7 năm trước,5 sao
Lê Quý,Tôi đã không bình luận,7 năm trước,5 sao
XiXa Long,Ổn,5 năm trước,4 sao
Thai Nguyen,TỐT,4 năm trước,5 sao
Triệu Dũng (#dungca),KHÔNG,5 năm trước,2 sao
Thư Xuân,Tốt,7 năm trước,5 sao
Duc Quy Mai,"Fpt Tân Bình bây giờ nhân viên rất xinh, nhiệt tình hướng dẫn, giải đáp cho khách. Chỗ giao dịch có máy lạnh bật vừa phải tạo cảm giác mát mẻ mà ko gây sốc nhiệt độ cho khách hàng khi ra vào. Nhân viên tư vấn gói cước internet rất phù hợp cho nhu cầu khách hàng. Có internet miễn phí cho khách hàng. Có nước uống miễn phí cho khách hàng.",7 năm trước,5 sao
Mweeoo Black,"Dịch vụ rất tốt, nhân viên nhiệt tình",3 tuần trước,5 sao
VNTN TT.,Làm việc giấy tờ chuyển tên tại đây. Nhưng tình trạng mạng yếu thì k khác phục dc,6 năm trước,4 sao
Mai Vinh,"Dịch vụ tốt, hỗ trợ nhanh và nhiệt tình.",3 tháng trước,5 sao
Quỳnh Trịnh,"Văn phòng sạch sẽ, thoáng mát. Các chú bảo vệ vui vẻ, dễ thương. Các bạn nhân viên phục vụ chuyên nghiệp, nhanh chóng và rất nhiệt tình. Cho 5 sao luôn 👌 …",4 năm trước,5 sao
Khoi Nguyen,"Làm việc cực chậm chạp. 9h sáng mà nhân viên nói ""chờ xíu để mở máy tính""",4 năm trước,1 sao
Vĩnh Còn Đặng,"Tư vấn chưa đủ kiên nhẫn với khách, thiếu chuyên nghiệp nên tránh cải vã với khách hàng.",9 tháng trước,3 sao
Phúc Ngô,Giao dịch viên nhiệt tình.,4 tháng trước,5 sao
Marketing Digital,Nhân viên nhiệt tình và nhiều kinh nghiệm!,3 năm trước,5 sao
Đức Tri Bùi Quang,mạng fpt như quần . chập chơng mất kết nối . không đảm bảo được truy cập ổn định nên cắt mà đòi bồi thường hợp đồng 1.1 tr trong khi lúc đầu bảo đóng 6 tháng dùng thử . mà giờ mới phát hiện ra nó ghi trong hợp đồng 2 năm . lừa đảo,5 năm trước,1 sao
Phúc Huỳnh Tâm Hồng,Trung tâm huấn luyện fpt là nơi đào tạo nhân viên,6 năm trước,5 sao
Hậu Nguyễn,Cửa hàng lớn tại tân bình nên rất rộng rãi thoải mái. Nhân viên tư vấn nhiệt tình. Giải quyết thắc mắc cho khách nhanh chóng! Rất ok!,4 năm trước,5 sao
pt v,"Dịch vụ tốt, hỗ trợ khách hàng tuyệt vời",một năm trước,5 sao
Khánh Linh Lê Trịnh,"Dịch vụ tốt, nhân viên thân thiện, nhiệt tình",một năm trước,5 sao
Anh Kim,"Nhân viên tư vấn nhiệt tình, internet sử dụng rất mạnh",một năm trước,5 sao
Group Hoang Phu,"Làm việc tận tình, chuyên nghiệp nhưng ít nhân viên ngồi chờ tới lượt rất lâu.",4 năm trước,5 sao
namdai cao,Good...nhân viên nhiệt tình làm việc chuyên nghiệp.,3 năm trước,5 sao
Hieu,"Dịch vụ tốt, tư vấn nhiệt tình",một năm trước,5 sao
Trương Anh Thái,"Nhân viên hỗ trợ dễ thương, nhiệt tình và nhanh chóng",6 năm trước,5 sao
Tran Tori,"Đăng ký thì nhiệt tình, lúc thanh lý hợp đồng thì  lằng nhà lằng nhằng",4 năm trước,3 sao
Nt Phương Trang,"Nhân viên nhiệt tình thân thiện, trách nhiệm cao",3 năm trước,5 sao
Thanh Trần,"Nhân viên thân thiện, tư vấn đầy đủ, chuyên nghiệp",5 năm trước,5 sao
Vy Thảo,"Mạng sử dụng ổn định, mượt",một năm trước,5 sao
Hùng Nguyễn,"Nhân viên làm viêc lịch sư , vui vẻ",5 năm trước,5 sao
Tuyen Tran,Phục vụ nhanh chóng và niềm nở,5 năm trước,4 sao
huy nguyen chi,tôi rất hài lòng về chất lượng dịch vụ của FPY,7 năm trước,5 sao
Hoang Linh,"Nhân viên lịch sự, thân thiện",5 năm trước,4 sao
Nhat Bui,"Phục vụ ân cần, niềm nở, nhanh",5 năm trước,5 sao
Duy H. Tong,Nhân viên support nhiệt tình!,5 năm trước,5 sao
Đình Trung Trần,Phục vụ tốt. Rộng rãi.,7 năm trước,4 sao
Ngọc Phong Châu,Phục vụ tốt,5 năm trước,5 sao
Hanh H,Dịch vụ tệ,4 năm trước,2 sao
Đạt Nguyễn,Dịch vụ tốt,5 năm trước,4 sao
Hùng Nguyễn,Có tiền mới vào được,4 năm trước,1 sao
Bamboo Studio,Trụ sở FPT tại Tân Bình,4 năm trước,4 sao
nhu huynh,Tốt,một năm trước,5 sao
Đặng Văn Thịnh Official,"Chuyên cung cấp internet,",4 năm trước,4 sao
Ngọc Dũng Trần,Phục vụ tốt,4 năm trước,4 sao
Tuyet nguyen thi ngoc,i love FPT,7 năm trước,5 sao
Cúc Nguyễn,tốt,5 năm trước,5 sao
Hữu Hoà Lê,Tốt,6 năm trước,5 sao
Trung Hậu Nguyễn,Tốt,7 năm trước,5 sao
ツBéoĐạica Vlog,Tốt,4 tháng trước,5 sao
Exceder William,"Địa điểm đẹp, có máy lạnh, mọi người thân thiện nhưng giá cao.",5 năm trước,4 sao
Duyên Hải,hoàn hảo,7 năm trước,5 sao
Hong Thai Vo,Dịch vụ tốt và nhanh chóng,4 năm trước,5 sao
Tuan Bao HA,Nhân viên khá chuyên nghiệp,5 năm trước,4 sao
HoMi,Nhanh chóng và thân thiện,3 năm trước,5 sao
Châu Huỳnh Kim,Đẹp,7 năm trước,5 sao
Ngọc Trinh Đồng,Dễ thương quá.!,7 năm trước,5 sao
Như ý,Tốt,một năm trước,5 sao
Tau Duong,Tốt,một năm trước,5 sao
Thư Nguyễn,Tốt,7 năm trước,5 sao
조은지,Giờ làm việc mà chỉ có 1 nhân viên trong khi những khách khác ngồi chờ lâu lắc. 1 khách làm việc 30 phút chưa xong. Thêm 1 nhân viên nữa tới thì chỉ ngồi nhìn không hỏi khách câu nào chỉ chờ khách đến hỏi mới phục vụ. Quá tệ chẳng đáng 1 sao,một năm trước,1 sao
Hải Đăng Bạch,"FPT chất lượng mạng hiện tại rất tốt, wifi 6 cảm thấy rất tuyệt vời. Đội ngũ kỹ thuật vui vẻ, xử lý nhanh. Đáng giá 5 sao.",4 tháng trước,5 sao
Thư Trang,"Không nên đăng ký FPT nha mọi người ơi. Làm ăn mất dạy quá. Lúc mình dùng hết thời hạn mình gọi điện lên tổng đài báo hủy và yêu cầu bên họ tới lấy lại modem thì họ từ chối, bắt mình phải dùng tiếp hoặc nhượng lại cho người khác. Coi giống bị bệnh không",7 tháng trước,1 sao
Hiep Victor,Phục vụ nhiệt tình. Nhanh nhẹn và chuyên nghiệp.,5 năm trước,5 sao
Đức Hoàng Nguyễn,"Khâu chăm sóc kỷ thuật mạng khách hàng FPT qúa kém, không đến nơi đến chốn , toàn thay thiết bị cũ hư hoài ,khách hàng  bị rồi làm sao dám sử dụng dịch vụ chi nhánh FPT lâm văn bền Q7 nữa",một năm trước,2 sao
Thuy Nguyen,"5 Khách hàng mà có mỗi 1 nhân viên tư vấn, chờ quá lâu !! Dịch vụ như qq, qua VNPT thôi.",một năm trước,1 sao
Dương Phạm Thùy,"Quầy giao dịch đẹp và sạch sẽ, nhân viên vui vẻ hỗ trợ nhiệt tình. Tận tình giải quyết thắc mắc của mình và mọi người, không phải chờ đợi lâu. Đặt tại đường Lâm Văn Bền thuận tiện để đi ô tô, một điểm mình thích nữa là con đường này không bị kẹt xe.",3 năm trước,5 sao
Ngọc Châu Phạm,FPT - Ngày 12/10/2020 tôi có ra FPT Lâm Văn Bền để làm thủ tục ngừng dịch internet (HĐ SGFD51953). Nhưng hiện tại tôi vẫn bị thông báo tính tiền và tôi đã khiếu nai lên app hiFPT đã nhiều lần và thấy aPP phản hồi đã xử lý mặc dù tôi chưa nhận được cuộc gọi nào.,3 năm trước,1 sao
duchuy Tran,"Mấy e phục vụ rất tốt, tận tình. Có điều đi vào cuối tuần không thấy có bắt số nên nguoi này tranh người kia nhìn mệt",5 năm trước,4 sao
Le Pham,Nhân viên tư vấn nhiệt tình và xử lý hồ sơ nhanh,một năm trước,4 sao
yên duong,"có số hotline để làm gì?. gọi thì kêu ra chi nhánh, rồi số tổng đài để chi?. lúc kêu ngta lắp mạng thì dạ dạ vâng vâng",4 năm trước,1 sao
Dong Tran duy,"rất nhiệt tình, chu đáo. rất hài lòng",một năm trước,5 sao
bienmuadong Jb,Đội ngũ nhân viên làm việc tốt. Vị trí dễ tìm. Dịch vụ internet ok.,3 năm trước,4 sao
Nguyễn Thị Thuỳ An,Truyền hình FPT nội dung rất hay. nhân viên hỗ trợ nhiệt tình và rất nhanh chóng. Rất rất hài lòng !,7 năm trước,5 sao
hai Ha,"NV phục vụ nhiệt tình, hòa nhã, giải thích rõ ràng với khách hàng",4 năm trước,5 sao
Vy Đỗ,"Thái độ phục vụ khách hàng tốt, nhân viên niềm nở, hướng dẫn tận tình",7 năm trước,5 sao
Nguyễn Ngọc Minh Anh,"Fpt telecom 198 Lâm Văn Bền, Q.7 rộng rãi, nhân viên vui vẻ, phục vụ nhanh và nhiệt tình.",4 năm trước,4 sao
Nhi Nguyễn,"Tôi mới chia tay người yêu, thật khó chịu khi ai đó cứ lèm bèm về mạng mẽo",4 năm trước,1 sao
Huy Pham,Ko hoàn trả cước cho KH hơn 1 tháng FPT làm ăn quá tệ,4 năm trước,1 sao
Huy Hồ Sỹ,Đóng tiền mạng mà như mạng như thời napoleon,2 năm trước,1 sao
Lê Quang Minh,"Nhân viên rất lịch sự thân thiện, rất nhiệt tình",6 năm trước,5 sao
Nguyễn Hữu Đông,"Nhân viên dễ thương, hướng dẫn tận tình",5 năm trước,5 sao
Anh Lan,Ko trả tiền cước cho khách hàng hơn 1 tháng,4 năm trước,1 sao
Đoàn Hoàng Dũng,Do ở trọ k có lựa chọn nào khác nên phải dùng fpt thôi,5 năm trước,1 sao
Lê Thị Kim Oanh,Nhân viên quầy FPT rất xinh và hỗ trợ nhiệt tình :),7 năm trước,5 sao
Poppy Le,"Nhân viên tư vấn,  phục vụ tốt.",6 năm trước,4 sao
Việt Lê Quốc,Nhân viên thân thiện và lịch sự.,3 năm trước,5 sao
BOBOBO BEBEBE,"Thật bẩn thỉu, thái độ làm việc chậm chạp",4 năm trước,1 sao
Tu Huynh,Nhân viên FPT rất nhiệt tình và thân thiện,7 năm trước,5 sao
Nam Võ,Ko hoàn trả tiền cước cho khách hàng,4 năm trước,1 sao
NMT Music,"Tuyệt vời, phục vụ tận tình, nhanh chóng",5 năm trước,5 sao
z luu,"Nhân viên nhiệt tình, xinh nữa 😍😍😍 …",4 năm trước,5 sao
Yen Hoang,Mỗi lần đến chờ hơn 1 tiếng mới đến lượt,5 năm trước,5 sao
Me Gau,Truyền hình FPT rất nhiều nội dung hấp dẫn,7 năm trước,5 sao
Sử Ký Giang Nam,Phục vụ rất là chu đáo,3 năm trước,5 sao
vananh nguyen,"Dịch vụ CSKH FPT rất tận tình, like like!",7 năm trước,5 sao
Long Pham,Trả tiền cước cho khách hàng đi,4 năm trước,1 sao
Trường Huỳnh Vũ,Phục vụ nhanh chóng chuyên nghiệp,3 năm trước,5 sao
Thùy Minh,Phong cách làm việc chuyên nghiệp,7 năm trước,5 sao
giau huynh,Bạn tôi bị nuốt tiền cước,4 năm trước,1 sao
Phan Thịnh,Trả tiền cho người ta đi,4 năm trước,1 sao
Huy Nguyễn,Phục vụ tốt,4 năm trước,5 sao
Nguyễn Phước Hùng Mạnh (ManhNguyen),Dịch vụ thua ở tỉnh,4 năm trước,1 sao
Fair Nguyễn,Nợ cước tận 1 tháng,4 năm trước,1 sao
Trung Hiếu Trần,Quá tuyệt vời,4 năm trước,5 sao
hoang tam dinh,Nv nhanh gọn lẹ.,5 năm trước,5 sao
Chí Bền,Truyền hình fpt là số 1,7 năm trước,5 sao
Tấn Lực Nguyễn,Quá lâu,4 năm trước,3 sao
nhan thanh,Khó tìm,6 năm trước,2 sao
nguyen vuong,Dich vụ ok,6 năm trước,4 sao
phat pham tan,Quá tệ,5 năm trước,1 sao
Thu Nguyen,Dịch vụ tốt,5 năm trước,5 sao
aomike Nguyen,Phụ vụ tốt,6 năm trước,4 sao
Vị Trí Tốt,Phục vụ tốt,4 năm trước,5 sao
Thuý hằng Nguyễn thi,Tốt lịch sự,5 năm trước,5 sao
Khoa Trần,Ăn chặn tiền,4 năm trước,1 sao
Nho Nguyen,Văn phòng đẹp !,7 năm trước,5 sao
Vũ Thái Hòa,tạm ổn,4 năm trước,4 sao
Tiet Ngoc,Thuận tiện,5 năm trước,4 sao
Tranthanhtuan0702@yahoo.com 0985430789,Tốt,4 năm trước,5 sao
M Khoa,Hẹn hoài ????,4 năm trước,1 sao
Nhà Đất Bình Chánh,Tốt,4 năm trước,5 sao
JAJR,Nơi phổ biến để mua điện thoại và tiện ích. Nhưng không được người dân Sài Gòn ưa chuộng,một tháng trước,5 sao
Takehito Matsuda,Bạn có thể đăng ký trực tuyến tại FPT Telecom. Lễ tân lịch sự và dễ mến.,một năm trước,4 sao
Hà Hồ Như,Dịch vụ và nhân viên tốt :),5 năm trước,5 sao
Tung Tran Thanh,Ổn,4 năm trước,4 sao
Trúc Mai,Tốt,5 năm trước,5 sao
Luyến Hoàng,Tốt,5 năm trước,5 sao
Tai Tan,hút,4 năm trước,1 sao
Tuan Nguyen Vu Manh,Dịch vụ tốt,6 năm trước,5 sao
Tình Trần,Ổn,5 năm trước,4 sao
Nguyệt Tạ Nữ Thanh,"Chưa bao giờ lên đánh giá dịch vụ ở bất cứ đâu tệ như bên này, ta nói nếu mà có thang điểm từ 0-10 thì hai tay hai chân cho 0đ nha, nhân viên thì không tư vấn rõ ràng, tổng đài thì tư vấn 1 đằng nhân viên dưới tư vấn một nẻo, vấn đề đóng dịch vụ không sử dụng nữa thì nhân viên chỉ tư vấn là anh chị đóng phí nguyên 1 tháng thì đóng dịch vụ được trong khi KH đóng dịch vụ đầu tháng, tệ hơn viettel nhiều, mạng mẽo cũng có hơn chỗ khác nhiêu đâu. Mang tiếng công ty bự mà nhân viên thì  tệ không chỗ chê! Đến việc nhân viên kỹ thuật lắp ráp cũng tệ như nhau. Nghĩ mất 1-2 khách là không ảnh hưởng nên nhân viên cứ trơ trơ ra. Dịch vụ cực tệ.  Không bao giờ sử dụng lại bên này, CHÊ",4 tháng trước,1 sao
Xuân Hưng,"Đạo tạo cực kì tệ, khi lắp đặt nhân viên không hề tư vấn việc huỷ trước 24 tháng phải đền bù hợp đồng. Đưa mỗi cái hợp đồng điện tử online nhỏ xíu trên điện thoại kêu ký. Xài hơn 1 năm ra hạ băng tầng cũng bắt nộp phạt, cố xài thêm 3 tháng thì tình trạng mạng quá tệ không thể sử dụng nổi thường xuyến mất mạng vào khung giờ cố định. Ra thanh lý hợp đồng nhất quyết bắt đền bù 1tr1 tiền lắp đặt nếu thanh lý trước hạn. Nhân viên nói chuyện ngang không muốn hỗ trợ, nhân viên bên cạnh thì đóng tủ ầm ầm kiểu dằn mặt khách. Khuyên mọi người đừng nên dùng mạng FPT.",3 tháng trước,1 sao
Huyền Linh Nguyễn,"Nhân viên tệ, đã hỏi sales là sài xong 1 năm không sài nữa cắt có mất tiền không bảo không đóng tiền xong mới cho xem hợp đồng lòi ra 2 năm trong khi chỉ làm 1 năm thợ tới lắp hết sài hết 1 năm bảo cắt thì nói này nói kia không chịu giải quyết 😃 làm ăn vậy ai dám quay lại quá tệ đừng ai để bị lừa bắt nhà mạng khác 6 tháng sau sài thì đóng chứ ai làm 2 năm mà bảo chỗ nào cũng 2 năm :))",6 tháng trước,1 sao
Chau Ha,"Dịch vụ tư vấn kém, chi phí cắt giảm cao, rằng buộc chính sách ko rõ ràng, nhân viên đổ lỗi qua lại, rất tệ",4 năm trước,1 sao
Hoàng Phúc 2/3 Danh,Nếu muốn cắt phải thông báo vì lí do. Muốn cắt là cắt sao cách làm việc thiếu tôn trọng khách hàng đến vậy sao..,8 tháng trước,1 sao
Trường An Nguyễn,Éo có ở địa chỉ này.,5 tháng trước,1 sao
Thuận Phát Cao,"Giữa đêm cuối tuần mà mất mạng, đã vậy gọi cskh cũng ko bắt máy, chắc muốn dẹp tiệm khỏi kinh doanh nữa.",một năm trước,1 sao
An Su,"Attitude of multiplication via phone is so bad Thái độ nhân viên tư vấn quá tệ, không biết cách chăm sóc khách hàng. Nên đào tạo lại cách làm việc của nhân viên. Cảm ơn !",4 năm trước,1 sao
RUY NÉEL,"Nhân viên lười nhác, khách thì ngồi đợi chờ, nhân viên thì lo mau mau sửa soạn để đi về dù chưa hết giờ làm, lo về đi dẹo trai chứ có mẹ gì quan trọng!!! Nhân viên vô ý thức, bất lịch sự.... Tri thức đã kém mà còn hành xử tệ hại nữa thì lấy gì xài",4 năm trước,2 sao
dat le tien,"Dịch vụ thì củ chuối,thiếu uy tín mà mấy bạn cứ tốt tốt chẳng hiểu tự comment cho nhau ak! Lắp có cái mạng Internet mà hẹn lên hẹn xuống,hứa nhăng hứa quậy.",7 năm trước,1 sao
Rin Cao,"Nhân viên phục vụ ở đây thái độ không vui vẻ lắm, hỏi thì nhanh rồi cúi mặt xuống bàm thôi ah",4 năm trước,3 sao
Squall Leonhart,"Nhân viên hỗ trợ rất thiếu chuyên nghiệp, thiếu nhiệt tình. Tổng đài hỗ trợ 19006600 trả lời qua loa, đùn đẩy, thiếu trách nhiệm.",5 năm trước,1 sao
Tất Thắng Nguyễn,"Các bạn nhân viên nhẹ nhàng, ân cần. Khi mình vào còn đứng lên chào. Hài lòng với nhân viên",3 năm trước,5 sao
NVV Vlogs,Mạng yếu lỗi như rác.,8 tháng trước,1 sao
Điểm Nguyễn hoàng,He thong ban cac mat hang dien thoai may tinh xach tay may tin ban chat luong uy tin hau mai tot,5 năm trước,4 sao
Thien Duy Tran,"nhân viên dễ thương, vui tính, đón tiếp nồng nhiệt",6 năm trước,4 sao
trinh dang,Internet fpt dịch vụ tốt. Nhân viên nhiệt tình vui vẻ,7 năm trước,5 sao
Nguyễn Minh Phụng,Nhân viên phục vụ tận tình và chu đáo,3 năm trước,5 sao
qui binh luong,"Nhân viên phục vụ tốt, chuyên nghiệp, thân thiên",5 năm trước,4 sao
Lộc Trần,Nhân viên nhiệt tình. Nói chung hài lòng,5 năm trước,4 sao
Xuan Chien Pham,"Phục vụ chuyên nghiệp, nhân viên nhiệt tình, xinh.",5 năm trước,4 sao
vananh nguyen,"Dịch vụ CSKH của FPT rất tận tình chu đáo nhé"" Like",7 năm trước,5 sao
Võ Đình Dũng,"dich vu internet hang dau viet nam. nhan vien ho tro nhiet tinh, chu dao",6 năm trước,5 sao
huynh minh truc,"Nhiệt huyết, nhanh gọn, lắng nghe ý kiến tốt",4 năm trước,5 sao
Đắc Kha Nguyễn,"Nhân viên tận tình, dịch vụ tốt",5 năm trước,5 sao
Xuan Diem,Chất lượng dịch vụ và phục vụ quá tốt.,7 năm trước,5 sao
